customer_key,customer_name,industry,vertical,address,city,state,zip
848,"Charles, Johnson and Simon",Tech,Tech,48955 James Mountain Suite 725,Johnville,MN,32806
849,Ray and Sons,Manufacturing,Manufacturing,9467 Michael Heights,Samanthafurt,IN,93287
850,"Tyler, Jackson and Lewis",Retailer,Retail,7148 Lisa Locks Suite 026,Dixonburgh,ID,59061
851,Torres Group,Tech,Tech,81691 Hunt Squares,New Christina,WI,25177
852,"Martinez, Taylor and Martin",Manufacturing,Manufacturing,425 Steven Lock Apt. 661,New Alejandraberg,GA,52860
853,"Jones, Moses and Nolan",Retailer,Retail,5133 Williams Isle,Sallystad,MS,46828
854,"Jordan, Snyder and Mueller",Tech,Tech,06419 Sean Mills Apt. 560,South David,KY,55569
855,Jennings-Parks,Manufacturing,Manufacturing,286 Patrick Shoal Suite 629,Schroederfort,MI,37683
856,"Dixon, Monroe and Ramsey",Retailer,Retail,991 Henry Bypass,South Jeremy,TX,09913
857,"Campbell, West and Villanueva",Tech,Tech,83576 Mitchell Mills,Ericmouth,FM,09662
858,Stark Inc,Manufacturing,Manufacturing,594 Allen Trafficway Suite 056,Christinaside,IL,82149
859,"Donovan, Rice and Woods",Retailer,Retail,457 Mcknight Way Apt. 007,Bryceside,PR,33100
860,"Graham, Luna and Smith",Tech,Tech,171 Graves Radial Apt. 028,Port Taylor,OK,10934
861,Huffman-Mccormick,Manufacturing,Manufacturing,828 Barnes Brook Suite 383,New Ryanfurt,ND,00594
862,"Hardy, Hardy and Coleman",Retailer,Retail,2724 Linda Islands,New Brookeborough,AS,56025
863,Castro-Davis,Tech,Tech,59224 Jose Passage Suite 264,Christinamouth,ID,26290
864,Gregory-Doyle,Manufacturing,Manufacturing,65173 Chavez Oval,Aliciaton,IN,68995
865,"Jones, Hudson and Johnson",Retailer,Retail,902 Fields Forks Apt. 600,Floreston,PA,81202
866,Hernandez-Santiago,Tech,Tech,653 Robinson Stravenue,Travistown,CT,09687
867,"Glover, Roach and Barnes",Manufacturing,Manufacturing,93386 Nathan Shoals Apt. 670,Rodriguezport,MP,87001
868,Colon-Dennis,Retailer,Retail,26967 Lisa Well Apt. 517,Gonzalesmouth,MO,86926
869,"Hudson, Owens and Herrera",Tech,Tech,6333 Owens Dale,Johnsonmouth,AZ,63372
870,"Stevens, Meyers and Howard",Manufacturing,Manufacturing,3015 Wayne Walks Apt. 179,North Shelbyborough,MT,10872
871,Whitehead Group,Retailer,Retail,96337 Young Manors Suite 373,Port Sarahfort,MH,67009
872,White-Bowen,Tech,Tech,823 Dennis Underpass Suite 864,Lake Carolburgh,ND,88153
873,Jimenez PLC,Manufacturing,Manufacturing,9628 Rodriguez Mills,West Ann,KS,01888
874,"Dickerson, Martinez and Scott",Retailer,Retail,7102 Page Locks Apt. 117,Jaredport,MT,40067
875,Harris PLC,Tech,Tech,608 Alvarez Unions Suite 641,Davidbury,FM,54502
876,Stevens-Wade,Manufacturing,Manufacturing,68725 Jones Ports Apt. 781,Emmaburgh,CT,82978
877,"Morton, Floyd and Castillo",Retailer,Retail,9916 Nash Mills,North Teresatown,SD,65772
878,Smith LLC,Tech,Tech,4611 Harris Street,Cainchester,ID,09202
879,Callahan and Sons,Manufacturing,Manufacturing,7309 Victoria Pine,Adambury,TN,49229
880,Gonzalez Group,Retailer,Retail,7839 Manning Pines Suite 605,Kirbyshire,NE,14461
881,Mcgee Group,Tech,Tech,374 Nicole Flats,Fieldsmouth,MS,04998
882,Brooks Inc,Manufacturing,Manufacturing,56244 Rice Neck Apt. 426,South Rogerfort,MD,25353
883,Barnes-Hunt,Retailer,Retail,58000 Robert Gateway Suite 701,North Lisa,NH,34564
884,Garrison Group,Tech,Tech,6593 Andrew Avenue Apt. 783,Brianfurt,OR,74564
885,Webb-Hernandez,Manufacturing,Manufacturing,58174 Margaret Squares Apt. 610,Odonnellshire,PA,63916
886,Thomas Group,Retailer,Retail,097 Shelton Rapids,Wesleyton,MO,98053
887,"Goodwin, Villanueva and Bullock",Tech,Tech,243 Kimberly Forest,Danielfurt,MI,21275
888,Hess-Brown,Manufacturing,Manufacturing,581 Brown Cape Suite 747,North Erica,KY,87115
889,"Phillips, Lindsey and Wu",Retailer,Retail,3878 Mcdonald Knoll Suite 615,Port Kyleport,IA,01923
890,Vasquez-Moore,Tech,Tech,529 Rebecca Manors Suite 579,Huangtown,ND,46345
891,"Stevens, Martinez and Ali",Manufacturing,Manufacturing,169 Erika Overpass Apt. 255,Kathyview,OR,19599
892,Thompson Ltd,Retailer,Retail,1024 Patrick Knolls,Port Danielshire,WA,94706
893,"Burns, Gutierrez and Dunn",Tech,Tech,16760 Mitchell Path,Lake Jacquelinemouth,PA,84570
894,"Weeks, Young and Paul",Manufacturing,Manufacturing,631 Anne Stravenue Suite 975,Johnbury,AK,20326
895,"Yang, Smith and Mccarty",Retailer,Retail,471 Harding View,Alexisshire,RI,89910
896,Porter-Mcpherson,Tech,Tech,25145 Evans Drive,Samanthashire,NM,07334
897,"Lynch, Guerrero and Miller",Manufacturing,Manufacturing,3862 Angela Estate,Port Christy,OR,76622
898,Ayers-Hayden,Retailer,Retail,0497 Jason Via Suite 623,Lake Stevenberg,MH,87919
899,Mata-Murphy,Tech,Tech,4379 Cook Squares,Griffinport,MO,04119
900,Williams LLC,Manufacturing,Manufacturing,9694 Fuller Islands,South Christopherside,ME,19950
901,Simpson-Fisher,Retailer,Retail,865 Barbara Harbor,New Mark,MO,20112
902,"Ayers, Smith and Owens",Tech,Tech,3844 Santana Underpass Suite 311,Parksborough,DC,39741
903,Wright-Phillips,Manufacturing,Manufacturing,7913 Johnson Mission,Williamsview,NM,40968
904,Garcia Inc,Retailer,Retail,7346 Steven Spur Suite 853,North Bradleyton,MS,70052
905,"Khan, Steele and Walsh",Tech,Tech,31704 Tracey Forks Apt. 675,East Amandashire,MH,13941
906,"Hunt, Reyes and Long",Manufacturing,Manufacturing,12175 Perez Loaf Suite 015,Miguelville,WV,40863
907,"Parsons, Sosa and Doyle",Retailer,Retail,10391 Harrison Road,Lake Charles,MT,53173
908,Wolf Group,Tech,Tech,0764 Gentry Land,Port Jessica,GA,09678
909,Austin-Schaefer,Manufacturing,Manufacturing,7422 Amy Mountains,Chadberg,GA,29757
910,Hanson-Carter,Retailer,Retail,88566 Johnson Crossing,Weaverview,PA,85884
911,Alvarez and Sons,Tech,Tech,45720 Stacy Crescent Apt. 193,New Jose,IA,82275
912,"Hamilton, Harris and Robinson",Manufacturing,Manufacturing,93764 Davis Neck Apt. 947,North Derekmouth,PR,96827
913,"Barber, Stone and Roberts",Retailer,Retail,8887 Smith Forge,Danielton,GU,62822
914,White-Gaines,Tech,Tech,38813 Jones Port,Joneschester,AS,85581
915,"Goodman, Taylor and Woodward",Manufacturing,Manufacturing,62435 Sonia Spurs Suite 109,Victoriaborough,GU,36489
916,"Rodriguez, Rodriguez and Gonzalez",Retailer,Retail,151 Suzanne Hills Suite 301,Roberttown,SC,34140
917,Smith PLC,Tech,Tech,4775 Michelle Course Suite 480,West Victoria,OR,30332
918,Mccarthy-Martinez,Manufacturing,Manufacturing,335 Virginia Mountains Suite 899,Baileyside,AR,73603
919,Price LLC,Retailer,Retail,709 Samuel Knolls,North Jessica,VA,60790
920,Morrison-Patterson,Tech,Tech,89952 Martin Forest Apt. 476,Port Randy,KS,19477
921,Woods Ltd,Manufacturing,Manufacturing,389 Bryan Mountain,Josephland,TX,34301
922,"Harris, Rocha and Mason",Retailer,Retail,774 Kelsey Cliff,Christopherside,ME,38233
923,Reyes LLC,Tech,Tech,11456 David Viaduct,Sarahfort,DE,35728
924,Pennington-Patel,Manufacturing,Manufacturing,776 Kim Course,Lake Brianshire,WY,66993
925,"Daniel, Donaldson and Morris",Retailer,Retail,9479 Thomas Port,New Kimberly,FL,22935
926,"Sandoval, Sanchez and Fernandez",Tech,Tech,412 Shaw Union,New Sara,MD,09519
927,Gibbs Inc,Manufacturing,Manufacturing,20704 Cameron Plain,Thomasbury,TX,11898
928,Banks PLC,Retailer,Retail,448 Mahoney Mountains Apt. 423,West Leslie,MI,28038
929,Johnson-Stevens,Tech,Tech,482 Luna Rue,North Jenniferton,AS,68930
930,"Williams, Jimenez and Long",Manufacturing,Manufacturing,03293 Walter Pass Suite 296,New Fred,MD,10766
931,"Johnson, Lang and Watson",Retailer,Retail,262 Laura Lakes Apt. 800,Port Veronica,NM,99683
932,"Mcintyre, Patel and Johnston",Tech,Tech,8328 Fields Falls Suite 110,North Tamara,TX,21140
933,"Allen, Murray and Howard",Manufacturing,Manufacturing,07779 Bowman Mill,Taraside,VA,19482
934,Lee-Taylor,Retailer,Retail,39231 Barry Road Apt. 338,Lake Dawn,RI,60844
935,West and Sons,Tech,Tech,38114 Vang Passage Apt. 403,Thompsonville,VA,83806
936,Williams Ltd,Manufacturing,Manufacturing,3589 Anthony Plain Apt. 163,North Jamesville,NV,69104
937,Turner-Koch,Retailer,Retail,0030 Kristin Forks Apt. 299,Port Jennifer,WA,71269
938,Martin-Cooper,Tech,Tech,6905 Rogers Underpass Suite 289,North Laurenmouth,AR,62035
939,"Hurst, Huynh and Owens",Manufacturing,Manufacturing,462 Jon Greens,Port Michaelfort,WA,24411
940,Richard-Pope,Retailer,Retail,2503 Adrian Mount Apt. 732,Danielchester,LA,12246
941,Rocha Group,Tech,Tech,82733 Ramsey Fall,Valeriebury,MA,25360
942,Martinez LLC,Manufacturing,Manufacturing,55168 George Skyway Apt. 298,South Andre,WA,55590
943,"Blair, Butler and Burch",Retailer,Retail,55801 Hunt Mountain,West Joseph,VI,16334
944,"Hammond, Rhodes and Sanchez",Tech,Tech,9390 Mahoney Coves Suite 723,North Christineview,KY,84020
945,Solis PLC,Manufacturing,Manufacturing,73889 Troy Turnpike,New Steven,IL,55693
946,Nicholson Inc,Retailer,Retail,8482 Jackie Forge,Waynechester,AS,60642
947,"Chung, Jacobs and Wallace",Tech,Tech,512 Chris Lodge Apt. 512,South Raymondland,ND,50078
948,Obrien-Cordova,Manufacturing,Manufacturing,6977 James Pike,West Roberthaven,WI,20698
949,Orr PLC,Retailer,Retail,880 Bentley Hills Suite 356,New Joel,NJ,47290
950,Hooper LLC,Tech,Tech,859 Katie Junctions,East Ronnie,FL,82264
951,Miller LLC,Manufacturing,Manufacturing,91697 Jody Mount Suite 068,Robinsonfort,MD,88116
952,"Medina, Hansen and Davis",Retailer,Retail,4189 Gomez Plains,Port Chelseamouth,VI,75260
953,Thomas-Coleman,Tech,Tech,14133 Louis Motorway,Jessicaland,MD,87772
954,Hale LLC,Manufacturing,Manufacturing,76762 Michael Tunnel Apt. 771,Muellerhaven,ID,72574
955,Powell and Sons,Retailer,Retail,833 Daniel Square Suite 465,West Leahfurt,NE,90176
956,Scott Inc,Tech,Tech,536 Jordan Plaza Apt. 528,Christopherhaven,NV,53698
957,"Sandoval, Cobb and Harmon",Manufacturing,Manufacturing,91714 Cline Course,Jasonberg,PW,97690
958,"Price, Gordon and Anderson",Retailer,Retail,090 Jacob View,North Mirandaberg,HI,17017
959,Butler-Lewis,Tech,Tech,35888 Evans Glen,Port Jeffrey,NE,81585
960,Acevedo-King,Manufacturing,Manufacturing,493 Thomas Meadow Apt. 337,East Dawn,TX,09274
961,"Zuniga, Barton and Stanley",Retailer,Retail,7436 Danielle Branch Suite 802,East Nancy,AK,92338
962,"Davenport, Hale and Robinson",Tech,Tech,45907 Meghan Estates,East Danielleshire,CA,48468
963,Murphy PLC,Manufacturing,Manufacturing,882 James Roads Suite 458,Banksside,CA,24641
964,Turner LLC,Retailer,Retail,66554 Young Coves Apt. 458,South Timothy,AL,60867
965,West-Guerrero,Tech,Tech,895 Stephanie Trail,Lake Emilymouth,IL,50356
966,"Robinson, Ferguson and Rose",Manufacturing,Manufacturing,00507 Elliott Ports,Briantown,MP,49199
967,"Walker, Peters and Waters",Retailer,Retail,6697 Keller Burg,West Jimhaven,VA,53368
968,"Garrett, Gordon and Nielsen",Tech,Tech,6394 Joseph Streets Suite 645,Mariahmouth,AS,18703
969,"Miller, Green and Lane",Manufacturing,Manufacturing,071 Justin Streets Suite 675,East Stephanie,VI,43222
970,"Garcia, Mendoza and Rivera",Retailer,Retail,20944 Merritt Bridge,West Michaelmouth,WA,86977
971,Perry Ltd,Tech,Tech,7052 Nicholas Parkways,Lake Davidside,FM,71244
972,Roberts-Richardson,Manufacturing,Manufacturing,2845 Amber Court,West Rebecca,NH,73079
973,Guerra and Sons,Retailer,Retail,074 Mejia Flats,North Markview,UT,42895
974,"Bell, Silva and Espinoza",Tech,Tech,767 Craig Harbor,New Kaitlyn,KY,65330
975,"Arroyo, Spencer and Campbell",Manufacturing,Manufacturing,08360 Luis River,South Allen,GU,98460
976,"Young, Zuniga and Ritter",Retailer,Retail,959 Johnson Club Apt. 275,Tiffanyborough,NC,14870
977,Rogers-Jones,Tech,Tech,9988 Pratt Squares,East Samuel,TN,00638
978,"Cross, Braun and Kelley",Manufacturing,Manufacturing,55086 Brian Plaza,Lake Mark,CO,59373
979,"Bell, Chapman and Wyatt",Retailer,Retail,4085 Davila Cliffs Suite 956,Kimfurt,CO,41049
980,"Stevens, Mcdaniel and Griffin",Tech,Tech,5303 Moran Throughway,New Nicole,KY,41175
981,"Ho, Hernandez and Martin",Manufacturing,Manufacturing,13649 Lee Drive Apt. 851,Smithburgh,AS,27147
982,Martinez and Sons,Retailer,Retail,2592 Moore Field Suite 731,Harrellville,FM,46966
983,Robbins PLC,Tech,Tech,2783 Kelly Expressway,East Michele,NY,80850
984,Farley-Lewis,Manufacturing,Manufacturing,3552 Wallace Centers Apt. 806,New Suzanneberg,WY,67661
985,Gilbert-Robinson,Retailer,Retail,72829 Andrea Bypass,New Kristin,NM,40678
986,"Hunter, Larsen and Chavez",Tech,Tech,7027 Reese Mountains,West Melissaville,MP,43196
987,"Montgomery, Mckee and Hayes",Manufacturing,Manufacturing,72386 Trevor Mall Apt. 432,Williamsbury,FL,55106
988,Taylor-Simmons,Retailer,Retail,57805 Robert Meadow Suite 589,Jenniferhaven,WY,63963
989,"Robertson, Ferguson and Johnson",Tech,Tech,382 Flores Lane Suite 711,Amyside,WI,29603
990,Gonzalez-Smith,Manufacturing,Manufacturing,5933 Tracey Glens,Dannyton,MD,38949
991,Boyd-Hernandez,Retailer,Retail,3011 Melinda Course Apt. 469,South Michellebury,AK,64511
992,Hill-Osborne,Tech,Tech,61030 Kara Coves,New Dominicmouth,MN,11733
993,Brown-Williams,Manufacturing,Manufacturing,37969 Crawford Station,East Jessica,RI,75718
994,"Nunez, Tran and Skinner",Retailer,Retail,29706 Mark Hills Apt. 895,East Rebecca,WA,55042
995,"Terrell, Martin and Ward",Tech,Tech,73266 Schmitt Lake Suite 428,South Whitney,PA,12996
996,Shaffer PLC,Manufacturing,Manufacturing,440 Vaughn Plaza Apt. 616,Lake Jennifer,KS,81071
997,Price PLC,Retailer,Retail,46823 Sarah Field Suite 629,Kimberlytown,MP,99212
998,Holland Group,Tech,Tech,7775 Spencer Squares Suite 587,Lake Justinstad,PW,94614
999,Potts-Pearson,Manufacturing,Manufacturing,5297 Nelson Circle Suite 923,Hallmouth,OH,73309
1000,"Murray, Zimmerman and Solomon",Retailer,Retail,78668 Mary Grove Suite 926,Maldonadohaven,FM,55463
