vendor_key,vendor_name,vertical,address,city,state,zip
958,Cox-Webster,Retail,19838 Mark Stravenue Suite 415,Vincentside,AL,08426
959,"Simmons, Sexton and Sparks",Tech,2097 Pennington Corner,Shariton,UT,69531
960,Lee PLC,Manufacturing,89830 Daniel Common Suite 839,Lake Amy,MH,35845
961,Hill PLC,Retail,88818 Thomas Harbor,East Bryce,OR,41681
962,Jones-Tran,Tech,49094 Leonard Orchard,Rosarioland,TN,81224
963,Garcia Inc,Manufacturing,482 Michael Brooks,Smithville,TX,94514
964,"Brady, Williams and Sanchez",Retail,4588 Rogers Trafficway,Deborahburgh,DC,15126
965,Powers-Newman,Tech,62352 Aaron Estates Suite 251,Gregland,WV,48017
966,Nguyen-Stanton,Manufacturing,5544 Teresa Roads Suite 612,West Michael,MO,74675
967,"Mueller, Myers and Hall",Retail,754 Pamela Ways Apt. 808,Tinamouth,MS,02223
968,"Newton, Fowler and Mueller",Tech,97092 Garner Landing,East Laurieview,FL,22291
969,"Cain, Kelley and Chandler",Manufacturing,9628 Kristin Wall Suite 473,Rhondaville,AR,13202
970,"Williams, Taylor and Pittman",Retail,61748 Brandi Flats Suite 619,West Michelle,WY,70196
971,Graham and Sons,Tech,9660 Dean Light,South Josephland,SC,62046
972,"Levine, Collins and Hernandez",Manufacturing,428 Turner Rapid,Pacemouth,WA,59191
973,"Johnson, Murillo and Pugh",Retail,54324 Mary Courts Suite 791,Port Annette,NJ,88564
974,Simon-Nicholson,Tech,2677 Travis Glens Apt. 685,East Renee,MT,61578
975,George-Valentine,Manufacturing,51165 Farrell Expressway,West Melvinton,VA,76394
976,Stephens-Blair,Retail,151 Gilmore Mews Apt. 854,Thomasport,MS,27530
977,"Holmes, Hoffman and Kennedy",Tech,75764 Colon Greens Apt. 243,Palmertown,OK,06734
978,Craig-Garcia,Manufacturing,2407 Caitlin Mountains Suite 647,Sullivanstad,SD,10489
979,Peters PLC,Retail,1988 Ferguson Tunnel Apt. 733,West Victoria,AS,61144
980,Pierce-Potter,Tech,2416 Ann Station,Lake Jeffrey,ME,55899
981,Smith-Torres,Manufacturing,29172 Weaver Lock,Randallview,OK,19675
982,"Murray, Nelson and Jones",Retail,139 John Lakes Suite 258,Ronaldport,VT,69063
983,Wright-Wells,Tech,607 Dillon Wall,Johntown,TN,10436
984,Thomas-Rojas,Manufacturing,84094 Velazquez Cliff Apt. 782,Port Joseph,NM,34085
985,Patrick PLC,Retail,067 Sherry Coves,South Davidmouth,ID,71470
986,"Williams, Espinoza and Stevens",Tech,06937 Paul Shoal,Stuartland,IA,81392
987,"Ramirez, Walker and Munoz",Manufacturing,120 Michael Drive Suite 234,West Karenstad,CO,46219
988,Kennedy-Walker,Retail,104 Dennis Drive,North Jennifer,AZ,77997
989,Henderson Ltd,Tech,84783 David Lock Suite 941,West Wendymouth,AZ,39716
990,Miller-Brown,Manufacturing,13471 Lam Circles Suite 348,Virginiamouth,CO,83077
991,"Murray, White and Craig",Retail,471 Robert Loaf Apt. 362,South Nicholas,NC,25904
992,Hamilton-Hamilton,Tech,437 Carrie Spur,Lake Charlesmouth,AL,24191
993,Mitchell PLC,Manufacturing,99045 Eric Summit Apt. 479,Dianehaven,HI,85987
994,Murphy-Gonzales,Retail,89140 Short Vista,Leslieport,AL,09554
995,"Foster, Hinton and Humphrey",Tech,3801 Kemp Dam,Wolfborough,MT,83199
996,"Hardy, Jones and Williams",Manufacturing,8090 Brewer Junction Apt. 243,South Shannon,GU,57886
997,Sampson LLC,Retail,60212 Bates Ranch,Port Marie,AL,83519
998,"Clark, Kim and Martin",Tech,935 Stephanie Common,Ryanborough,NM,31039
999,Chambers-Jones,Manufacturing,2552 Jones Viaduct,Smithmouth,NV,59792
1000,Moore Inc,Retail,045 Christine Run Apt. 820,Port Rita,PA,72379
